"INDIC_IS","GEO","TIME","UNIT","IND_TYPE","Value","Flag and Footnotes"
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Denmark","2015","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Denmark","2019","Percentage of individuals","All Individuals","77",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Germany (until 1990 former territory of the FRG)","2006","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Germany (until 1990 former territory of the FRG)","2010","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Germany (until 1990 former territory of the FRG)","2015","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Germany (until 1990 former territory of the FRG)","2019","Percentage of individuals","All Individuals","77",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Estonia","2006","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Estonia","2010","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Estonia","2015","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Estonia","2019","Percentage of individuals","All Individuals","69",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Ireland","2006","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Ireland","2010","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Ireland","2015","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Ireland","2019","Percentage of individuals","All Individuals","70",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Greece","2006","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Greece","2010","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Greece","2015","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Greece","2019","Percentage of individuals","All Individuals","54",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Spain","2006","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Spain","2010","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Spain","2015","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Spain","2019","Percentage of individuals","All Individuals","85",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","France","2006","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","France","2010","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","France","2015","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","France","2019","Percentage of individuals","All Individuals","48",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Croatia","2006","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Croatia","2010","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Croatia","2015","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Croatia","2019","Percentage of individuals","All Individuals","69",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Italy","2006","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Italy","2010","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Italy","2015","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Italy","2019","Percentage of individuals","All Individuals","67",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Cyprus","2006","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Cyprus","2010","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Cyprus","2015","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Cyprus","2019","Percentage of individuals","All Individuals","76",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Latvia","2006","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Latvia","2010","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Latvia","2015","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Latvia","2019","Percentage of individuals","All Individuals","64",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Lithuania","2006","Percentage of individuals","All Individuals",":",""
